"id";"nome";"endereco_id"
3649;"BEATA MIRIAM
                    ";2796
3650;"BELO RAMO ESCOLA
                    ";2797
3651;"BENEDITO DE JESUS B LAURINDO PE BATISTA EMEF
                    ";2798
3652;"BENJAMIN CONSTANT EMEI
                    ";2799
3653;"BERCARIO E ESCOLA DE EDUCACAO INFANTIL TOQUE DE AMOR
                    ";2800
3654;"BERNARDO RODRIGUES NOGUEIRA DOM
                    ";2801
3655;"BIZUQUINHA ESCOLA DE EDUCACAO INFANTIL
                    ";2802
3656;"BRASILEIRO COLEGIO
                    ";2803
3657;"BRASILIO MACHADO NETO EMEF
                    ";2804
3658;"BRINCANDO E APRENDENDO ESCOLA DE EDUCACAO INFANTIL
                    ";2805
3659;"CADU ESCOLA DE RECREACAO E EDUCACAO INFANTIL
                    ";2775
3660;"CAMILO MARIA CAVALHEIRO DOM
                    ";2806
3661;"CANTINHO DA ESPERANCA  SANTA MADALENA
                    ";2807
3662;"CARITAS ESCOLA
                    ";2808
3663;"CARLOS CHAGAS EMEF
                    ";2809
3664;"CARLOS HUMBERTO VOLPON PROF EMEI
                    ";2810
3665;"CASA DO CRISTO III CENTRO DE EDUCACAO INFANTIL
                    ";2811
3666;"CASA DOS BRINQUEDOS ESCOLA DE EDUCACAO INFANTIL
                    ";2812
3667;"CASA SAO PEDRO
                    ";2813
3668;"CASTELLO BRANCO COLEGIO
                    ";2814
3669;"CASTELO DO SABER I CENTRO DE EDUCACAO INFANTIL
                    ";2815
3670;"CASTELO RA TIM BUM RECANTO INFANTIL
                    ";2816
3671;"CECILIA MEIRELLES EMEI
                    ";2817
3672;"CEI  CIRANDA CIRANDINHA
                    ";2818
3673;"CEI AVENTUREIROS MIRINS
                    ";2819
3674;"CEI CARLOS EDUARDO BARRETO
                    ";2820
3675;"CEI CASA DE CRIAR E BRINCAR
                    ";2821
3676;"CEI CASTELO DO SABER II
                    ";2815
3677;"CEI CEAR PROXIMOS PASSOS JARDIM SATELITE
                    ";2822
3678;"CEI CIA DOS SONHOS IV
                    ";2823
3679;"CEI DONA BARATINHA
                    ";2824
3680;"CEI DORINA NOWWILL
                    ";2825
3681;"CEI ESTRELA DALVA
                    ";2826
3682;"CEI FILHOS DE BETEL ACAM
                    ";2827
3683;"CEI GOTA DE ESPERANCA VI
                    ";2828
3684;"CEI JOAO FERNANDES VII
                    ";2829
3685;"CEI JOAO FERNANDES VIII
                    ";2830
3686;"CEI JOAO FERNANDES XII
                    ";2831
3687;"CEI LUGAR DE ALEGRIA
                    ";2832
3688;"CEI PEQUENOS CONSTRUTORES DO FUTURO
                    ";2833
3689;"CEI PEQUENOS POETAS
                    ";2834
3690;"CEI PRIMEIRA INFANCIA
                    ";2835
3691;"CEI VIGILANTES DO FUTURO
                    ";2836
3692;"CEI VOVO SEBASTIAO SIQUEIRA
                    ";2837
3693;"CEL JTO A EE DONA ZALINA ROLIM
                    ";2838
3694;"CELIA PERES SUNHIGA CRECHE MUNICIPAL
                    ";2839
3695;"CELSO DANIEL CEI
                    ";2840
3696;"CENTRO ATEND SOCIOEDUC AO ADOLESCENTE  ITAQUERACI
                    ";1803
3697;"CENTRO DE EDUCACAO INFANTIL  LUZIA MATOS DA SILVA
                    ";2841
3698;"CENTRO DE EDUCACAO INFANTIL AFAMA BABY
                    ";2842
3699;"CENTRO DE EDUCACAO INFANTIL ALERTA CRIANCA
                    ";2843
3700;"CENTRO DE EDUCACAO INFANTIL BEM ME QUER
                    ";2844
3701;"CENTRO DE EDUCACAO INFANTIL BIELZINHO I
                    ";2845
3702;"CENTRO DE EDUCACAO INFANTIL CARLOS JACOB
                    ";2835
3703;"CENTRO DE EDUCACAO INFANTIL CASA DE MARIA II
                    ";2846
3704;"CENTRO DE EDUCACAO INFANTIL CASA DOS INOCENTES
                    ";2847
3705;"CENTRO DE EDUCACAO INFANTIL CASTELO DO SABER IV
                    ";2848
3706;"CENTRO DE EDUCACAO INFANTIL CATAVENTO
                    ";2779
3707;"CENTRO DE EDUCACAO INFANTIL CIRANDA INFANTIL
                    ";2849
3708;"CENTRO DE EDUCACAO INFANTIL CRESCENDO PARA BRILHAR
                    ";2850
3709;"CENTRO DE EDUCACAO INFANTIL CRESCER E APRENDER
                    ";2851
3710;"CENTRO DE EDUCACAO INFANTIL EDUARDO MENDES
                    ";2852
3711;"CENTRO DE EDUCACAO INFANTIL ERINICE SIQUEIRA TRUBER
                    ";2853
3712;"CENTRO DE EDUCACAO INFANTIL ESPACO DA COMUNIDADE VI
                    ";2854
3713;"CENTRO DE EDUCACAO INFANTIL FONTE DOS SONHOS
                    ";2855
3714;"CENTRO DE EDUCACAO INFANTIL FUTURO FELIZ
                    ";2856
3715;"CENTRO DE EDUCACAO INFANTIL GEOVANNA SOUZA
                    ";1702
3716;"CENTRO DE EDUCACAO INFANTIL GOTA DA ESPERANCA I
                    ";2857
3717;"CENTRO DE EDUCACAO INFANTIL GOTA DE ESPERANCA III
                    ";2858
3718;"CENTRO DE EDUCACAO INFANTIL INEZITA BARROSO
                    ";2859
3719;"CENTRO DE EDUCACAO INFANTIL ITAQUERA B
                    ";2860
3720;"CENTRO DE EDUCACAO INFANTIL JARDIM ANA ROSA
                    ";2861
3721;"CENTRO DE EDUCACAO INFANTIL JARDIM COLORADO I
                    ";2862
3722;"CENTRO DE EDUCACAO INFANTIL JARDIM MAGICO
                    ";2863
3723;"CENTRO DE EDUCACAO INFANTIL JARDIM NOSSA SENHORA DO CARMO
                    ";1955
3724;"CENTRO DE EDUCACAO INFANTIL JARDIM PRIMAVERA
                    ";2864
3725;"CENTRO DE EDUCACAO INFANTIL JARDIM TRES MARIAS I
                    ";2405
3726;"CENTRO DE EDUCACAO INFANTIL JESUS REI II
                    ";2865
3727;"CENTRO DE EDUCACAO INFANTIL MARIA AUXILIADORA
                    ";2866
3728;"CENTRO DE EDUCACAO INFANTIL MARIA FLOR
                    ";2867
3729;"CENTRO DE EDUCACAO INFANTIL MARIA LUIZA AMERICANO
                    ";2868
3730;"CENTRO DE EDUCACAO INFANTIL MUNDINHO DO MATHEUS
                    ";2869
3731;"CENTRO DE EDUCACAO INFANTIL MUNDO COLORIDO
                    ";2870
3732;"CENTRO DE EDUCACAO INFANTIL MUNDO ENCANTADO
                    ";2871
3733;"CENTRO DE EDUCACAO INFANTIL MUNDO MAGICO
                    ";2872
3734;"CENTRO DE EDUCACAO INFANTIL NINHO DA CRIANCA
                    ";2873
3735;"CENTRO DE EDUCACAO INFANTIL NOVA BRASILIA
                    ";2874
3736;"CENTRO DE EDUCACAO INFANTIL NOVO HORIZONTE
                    ";2804
3737;"CENTRO DE EDUCACAO INFANTIL ONDACAIMA JUNIOR
                    ";2875
3738;"CENTRO DE EDUCACAO INFANTIL PEQUENOS DA AMERICA
                    ";2876
3739;"CENTRO DE EDUCACAO INFANTIL PINGUINHO
                    ";2877
3740;"CENTRO DE EDUCACAO INFANTIL PRO EDUCAR
                    ";2878
3741;"CENTRO DE EDUCACAO INFANTIL RAIO DE LUZ
                    ";2879
3742;"CENTRO DE EDUCACAO INFANTIL ROSALINA ANDRADE
                    ";1955
3743;"CENTRO DE EDUCACAO INFANTIL SORRISOS DE CRIANCA
                    ";2880
3744;"CENTRO DE EDUCACAO INFANTIL TEMPO DE BRINCAR
                    ";2881
3745;"CENTRO DE EDUCACAO INFANTIL VOVO JOANINHA
                    ";2761
3746;"CENTRO DE ENSINO GRAU TECNICO  UNIDADE ARTUR ALVIM
                    ";2875
3747;"CENTRO EDUCACAO INFANTIL NOVO AMANHECER
                    ";2882
3748;"CENTRO EDUCACIONAL INFANTIL INFANCIA FELIZ II
                    ";2883
3749;"CEU EMEF TATIANA BELINKY
                    ";2884
3750;"CEZAR ROGERIO OLIVEIRA PERAMEZZA PROF EMEI
                    ";2885
3751;"CHARLES CHAPLIN EMEI
                    ";2886
3752;"CHIBATA MIYAKOSHI
                    ";2887
3753;"CHICA BUM CENTRO DE RECREACAO INFANTIL
                    ";1955
3754;"CHIQUINHA GONZAGA EMEI
                    ";2766
3755;"CIDADE DE HIROSHIMA
                    ";2888
3756;"CIE BIELZINHO
                    ";2889
3757;"CLOVIS BEVILACQUA EMEI
                    ";2890
3758;"COHAB PADRE MANOEL DE PAIVA CEI
                    ";2891
3759;"COLEGIO BOM JESUS  VICENTE PALLOTTI
                    ";2892
3760;"COLEGIO CASTELO GUILHERMINA
                    ";2893
3761;"COLEGIO COSTA MIRANTE
                    ";2832
3762;"COLEGIO CV
                    ";2894
3763;"COLEGIO EMBAIXADA
                    ";2895
3764;"COLEGIO EVANGELICO DE ITAQUERA  UNIDADE II
                    ";1711
3765;"COLEGIO FAMILIA MAKTUB
                    ";2896
3766;"COLEGIO GALILEU GALILEI
                    ";2897
3767;"COLEGIO GALILEU GALILEI  UNIDADE II
                    ";2898
3768;"COLEGIO GALILEU GALILEI  UNIDADE III
                    ";2899
3769;"COLEGIO GIRAMUNDO
                    ";2900
3770;"COLEGIO JOVEM PAULISTA
                    ";2901
3771;"COLEGIO LIDER
                    ";2902
3772;"COLEGIO MULTI VILA
                    ";2903
3773;"COLEGIO NOVA ERA
                    ";2749
3774;"COLEGIO NOVO MILENIO
                    ";2904
3775;"COLEGIO PASCHOAL DANTAS  UNIDADE IV
                    ";2905
3776;"COLEGIO PHOENIX UNIDADE 2
                    ";2786
3777;"COLEGIO PLENITUDE II
                    ";2906
3778;"COLEGIO RENASCER S/S LTDA
                    ";2907
3779;"COLEGIO SANTA IZILDINHA
                    ";2908
3780;"COLEGIO TORRES
                    ";2909
3781;"COLEGIO URSO DOURADO
                    ";2910
3782;"COMUNIDADE FELIZ CRECHE
                    ";2784
3783;"CONJUNTO HABITACIONAL TEOTONIO VILELA I CENTRO EDUC INFANTIL
                    ";2911
3784;"CONSTRUIR O AMANHA
                    ";2912
3785;"CORREIA DE MELLO BRIGADEIRO EMEF
                    ";2913
3786;"COSTA AGUIAR COLEGIO
                    ";2828
3787;"CRECHE PARTICULAR CONVENIADA ESPACO CRIANCA
                    ";2914
3788;"CRISTAO 3 R COLEGIO
                    ";2915
3789;"D AMBROSIO INSTITUTO EDUCACIONAL
                    ";2916
3790;"DANIEL COMBONI CRECHE
                    ";2917
3791;"DANTON CASTILHO CABRAL EMEI
                    ";2918
3792;"DANYLO JOSE FERNANDES EMEF
                    ";2919
3793;"DEGRAU COLEGIO
                    ";2920
3794;"DEGRAU COLEGIO UNIDADE II
                    ";2921
3795;"DESENVOLVE BABY
                    ";2922
3796;"DI CAVALCANTI COLEGIO
                    ";2871
3797;"DIDIO DA SILVEIRA BALDY PROF
                    ";2923
3798;"DINAH FERNANDES COSTA PROFA EMEI
                    ";2924
3799;"DIRCE MIGLIACCIO CEU CEI
                    ";2779
3800;"DOCE MEL NUCLEO RECREATIVO INFANTIL
                    ";2925
3801;"DOMINGOS RUBINO PROF EMEF
                    ";2926
3802;"DOMINGOS SAVID SALESIANA CEI INDIRETO
                    ";2927
3803;"DOROTHY STANG CEI DIRETO
                    ";2928
3804;"EDER SADER EMEI
                    ";2904
3805;"EDNA ROSELY ALVES CRECHE MUNICIPAL
                    ";2929
3806;"EDUARDO PRADO EMEF
                    ";2930
3807;"EDUCADORES EM FOCO CENTRO DE EDUCACAO INFANTIL
                    ";2761
3808;"EDUCANDARIO ATENAS
                    ";2931
3809;"EDUCANDARIO CONSTRUINDO FUTURO
                    ";2932
3810;"ELIS REGINA EMEI
                    ";2933
3811;"ELVIRA LINARES COLEGIO
                    ";2934
3812;"EMILIA COLEGIO
                    ";2934
3813;"EMILIA MENDES DE ALMEIDA
                    ";2935
3814;"EMILIO RIBAS EMEF
                    ";2936
3815;"EMIR MACEDO NOGUEIRA JORNALISTA PROF
                    ";2937
3816;"ERIKA DE SOUZA BRITO PROFESSORA CEU EMEI
                    ";2884
3817;"ESCOLA ADVENTISTA DE VILA MATILDE UNIDADE II
                    ";1644
3818;"ESCOLA CAMPOS PIAGET
                    ";1666
3819;"ESCOLA DE EDUCACAO DE INFANTIL RECANTO DAS BEXIGAS
                    ";2910
3820;"ESCOLA DE EDUCACAO INFANTIL ARCA DE NOE
                    ";2938
3821;"ESCOLA DE EDUCACAO INFANTIL OMNI
                    ";2939
3822;"ESCOLA DE EDUCACAO INFANTIL PIRIM PLIN PLIN
                    ";2940
3823;"ESCOLA DE ENFERMAGEM SAUDE BRASIL
                    ";2941
3824;"ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PARQUE SAVOY CITY
                    ";1696
3825;"ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSOR MARCIANO VASQUES PEREIRA
                    ";2760
3826;"ESCOLA VIDA
                    ";2942
3827;"ESCREVIVENDO COLEGIO
                    ";2943
3828;"ESPACO JEAN PIAGET ? UNIDADE 3
                    ";2783
3829;"ESPERANCA CEI INDIRETO
                    ";2577
3830;"ESTRELINHA FELIZ CENTRO DE EDUCACAO INFANTIL
                    ";2944
3831;"ETEC DE SAPOPEMBA
                    ";2945
3832;"ETEC SAO MATEUS
                    ";2827
3833;"ETEC TEREZA APARECIDA CARDOSO NUNES DE OLIVEIRA
                    ";2946
3834;"ETEC ZONA LESTE
                    ";1778
3835;"EUNICE PADOVAN MACHADO PROFA CRECHE
                    ";2772
3836;"EVARISTO DA VEIGA EMEI
                    ";2947
3837;"EXERCITO BRASILEIRO
                    ";2948
3838;"EXPRESSINHO MAGICO EDUCACAO INFANTIL
                    ";2949
3839;"FAZENDA DA JUTA EMEF
                    ";2950
3840;"FAZENDA DA JUTA VI
                    ";2951
3841;"FIRMINO TIBURCIO DA COSTA EMEF
                    ";2952
3842;"FLORES DA CUNHA DEPUTADO EMEF
                    ";2857
3843;"FRANCISCO ALVES MENDES FO CHICO MENDES EMEF
                    ";2953
3844;"FRANCISCO GLYCERIO DE FREITAS DR
                    ";2954
3845;"FRANCISCO MIGNONE
                    ";2955
3846;"GABRIELA MISTRAL COLEGIO
                    ";2956
3847;"GALILEU MENON CEI INDIRETA
                    ";2957
3848;"GERACAO 2000 CENTRO EDUCACAO E RECREACAO INFANTIL
                    ";2958
3849;"GIUSEPPE TAVOLARO PROF EMEF
                    ";2776
3850;"GLEBA DO PESSEGO CRECHE
                    ";2959
3851;"GLEBA DO PESSEGO EMEI
                    ";2960
3852;"GREGORIO WESTRUPP PADRE EMEF
                    ";2886
3853;"HENRIQUE MELEGA PROF EMEF
                    ";2864
3854;"HENRIQUE RICCHETTI PROF EMEI
                    ";2961
3855;"HERALDO BARBUY EMEF
                    ";2962
3856;"HOSPITAL SANTA MARCELINA CLASSE HOSPITALAR
                    ";2963
3857;"HUMBERTO DE CAMPOS EMEF
                    ";2964
3858;"IBIAPABA MARTINS EMEI
                    ";2965
3859;"IMAGINACAO KIDS ESCOLA DE EDUCACAO INFANTIL
                    ";2966
3860;"IMPERATRIZ DONA AMELIA EMEF
                    ";2967
3861;"INAH JACY DE CASTRO AGUIAR
                    ";2968
3862;"INFANCIA FELIZ CENTRO DE EDUCACAO INFANTIL
                    ";2883
3863;"INFANTE DOM HENRIQUE
                    ";2969
3864;"INSTITUTO DE ENFERMAGEM GALVAO RIBEIRO
                    ";2970
3865;"INSTITUTO EDUCACIONAL JW
                    ";2971
3866;"INTERATIVO COLEGIO
                    ";2972
3867;"IRMA ANGELICA CENTRO DE EDUCACAO INFANTIL
                    ";2906
3868;"ISAAC NEWTON ESCOLA
                    ";2973
3869;"ISAAC NEWTON ESCOLA UNIDADE II
                    ";2974
3870;"ISAQUE ESCOLA PROFISSIONALIZANTE
                    ";2425
3871;"ITAQUERA CIEJA
                    ";2975
3872;"IVETE VARGAS DEPUTADA EMEF
                    ";2766
3873;"IVO BANDONI PROF
                    ";2976
3874;"IZABEL CRECHE CENTRO ESPIRITA JOSEFA OLIMPIA DE OLIVEIRA
                    ";2977
3875;"JAMIL PEDRO SAWAYA PROF
                    ";2978
3876;"JANDYRA VIEIRA CUNHA BARRA PROFA
                    ";2979
3877;"JARDIM ADUTORA CRECHE MUNICIPAL
                    ";2980
3878;"JARDIM ANA ROSA CRECHE
                    ";2861
3879;"JARDIM ANGELA CENTRO DE EDUCACAO INFANTIL
                    ";2981
3880;"JARDIM COLONIAL
                    ";2815
3881;"JARDIM COLONIAL CRECHE MUNICIPAL
                    ";2982
3882;"JARDIM COLORADO I CENTRO DE EDUCACAO INFANTIL
                    ";2862
3883;"JARDIM ELIANE CRECHE
                    ";2983
3884;"JARDIM HERCILIA CRECHE MUNICIPAL
                    ";2984
3885;"JARDIM IMPERADOR CRECHE
                    ";2985
3886;"JARDIM IMPERADOR EMEI
                    ";2986
3887;"JARDIM IPANEMA CENTRO EDUCACIONAL INFANTIL
                    ";2987
3888;"JARDIM ITAPOLIS
                    ";2988
3889;"JARDIM MARILIA CRECHE MUNICIPAL
                    ";2989
3890;"JARDIM MARILIA EMEI
                    ";2953
3891;"JARDIM NORDESTE CRECHE
                    ";2990
3892;"JARDIM NOVE JULHO CRECHE MUNICIPAL
                    ";2991
3893;"JARDIM SANTA MARIA CRECHE MUNICIPAL
                    ";2992
3894;"JARDIM SANTO ANTONIO CRECHE
                    ";2857
3895;"JARDIM SAO NICOLAU CRECHE
                    ";2993
3896;"JARDIM SAPOPEMBA
                    ";2994
3897;"JARDIM SAPOPEMBA CRECHE II
                    ";2995
3898;"JARDIM SINHA
                    ";2996
3899;"JARDIM TIETE
                    ";2997
3900;"JARDIM TIETE CRECHE MUNICIPAL
                    ";2998
3901;"JENNY GOMES DONA EMEF
                    ";2999
3902;"JESUINA NUNES BARBOSA EMEI
                    ";3000
3903;"JOAO CAMARGO PROF
                    ";2871
3904;"JOAO FERNANDES I CRECHE PARTICULAR CONVENIADA
                    ";2895
3905;"JOAO FRANCISCO DE HARO VEREADOR CRECHE MUNICIPAL
                    ";3001
3906;"JOAO PAULO II  BOM PARTO
                    ";3002
3907;"JOAO PINHEIRO PRESIDENTE EMEF
                    ";3003
3908;"JOAO RAMACCIOTTI PROF
                    ";3004
3909;"JOAO SARMENTO PIMENTEL
                    ";3005
3910;"JOAO UBALDO RIBEIRO CEI
                    ";3006
3911;"JOAQUIM ALENCAR SEIXAS CRECHE
                    ";3007
3912;"JOAQUIN SUAREZ
                    ";3008
3913;"JOCELYN PONTES GESTAL PROF
                    ";3009
3914;"JORGE DUPRAT FIGUEIREDO
                    ";3010
3915;"JOSE BONIFACIO EMEF
                    ";3011
3916;"JOSE CARLOS DE FIGUEIREDO FERRAZ PROF EMEF
                    ";3012
3917;"JOSE CLEMENTE PEREIRA EMEI
                    ";3013
3918;"JOSE DE OLIVEIRA ORLANDI
                    ";1711
3919;"JOSE DUARTE EMEI
                    ";2849
3920;"JOSE GASPAR DOM EMEI
                    ";2779
3921;"JOSE LINS DO REGO EMEF
                    ";3014
3922;"JOSE MARIA WHITAKER EMEF
                    ";2828
3923;"JOSE MAURO DE VASCONCELOS EMEI
                    ";3015
3924;"JOSE PEREIRA DE QUEIROZ DR
                    ";3016
3925;"JOSE QUERINO RIBEIRO EMEF
                    ";3017
3926;"JOSE TALARICO
                    ";3018
3927;"JOSE VICENTE CUNHA PROF EMEI
                    ";2754
3928;"JOSE VIEIRA DE SANTANA CEI INDIRETO
                    ";2787
3929;"JOZINEIDE PEREIRA GAUDINO
                    ";3019
3930;"JULIETA FARAO PROFA
                    ";3020
3931;"JULIETA TERLIZZI BINDO PROFA EMEF
                    ";3021
3932;"KIMAKO KAMADA KINOSHITA PROFA
                    ";3022
3933;"LA FONT INSTITUTO DE EDUCACAO INF E FUNDAMENTAL
                    ";3023
3934;"LA SALLE SAO PAULO COLEGIO
                    ";3024
3935;"LAPIS DE COR CRECHE
                    ";3025
3936;"LAR DONA TINA II  NHOCUNE
                    ";3026
3937;"LEONARDO ARROYO EMEI
                    ";3027
3938;"LIBERATO GROSSI PROF
                    ";3028
3939;"LINA DA COSTA COUTO PROFA EMEF
                    ";3029
3940;"LIONS COLEGIO
                    ";2747
3941;"LOURENCO ZANELATTI
                    ";2817
3942;"LUCIANO ROBERTO PROF EMEI
                    ";3030
3943;"LUIS BIRAGHI MONSENHOR EMEI
                    ";2854
3944;"LUIS GOMES CARDIM SANGIRARDI ENG EMEI
                    ";3031
3945;"LUIZ ANTONIO FRAGOSO PROF
                    ";3032
3946;"LUIZ GONZAGA DO NASCIMENTO JUNIOR CRECHE MUNICIPAL
                    ";3033
3947;"LUIZ MARTINEZ PROFESSOR COLEGIO TECNICO
                    ";2927
3948;"LUIZ PEREIRA PROF EMEI
                    ";3034
3949;"LUIZA AMERICANO COLEGIO
                    ";1955
3950;"LUZIA DE QUEIROZ E OLIVEIRA PROFA
                    ";2975
3951;"MAE DA ESPERANCA CEI INDIRETO
                    ";3035
3952;"MANOEL DA NOBREGA PADRE CRECHE MUNICIPAL
                    ";3027
3953;"MANOEL DE MELO MISSIONARIO
                    ";3036
3954;"MARCOS MELEGA VEREADOR CRECHE MUNICIPAL
                    ";2907
3955;"MARIA APARECIDA SIQUEIRA CAMPOS CEI
                    ";3010
3956;"MARIA AUGUSTA DE AVILA PROFA
                    ";2971
3957;"MARIA CECILIA DEZAN ROCHA PROFA EMEI
                    ";3037
3958;"MARIA CURSI
                    ";3038
3959;"MARIA CURSI CRECHE MUNICIPAL
                    ";3039
3960;"MARIA FERRAZ DE CAMPOS PROFA
                    ";3040
3961;"MARIA JOSE BARONE FERNANDES PROFA
                    ";3041
3962;"MARIA LACERDA DE MOURA EMEI
                    ";3042
3963;"MARIA LOURDES N ALBERGARIA PROFA
                    ";3043
3964;"MARIA LOURDES ROSARIO NEGREIROS PROFA
                    ";3044
3965;"MARIA MONTESSORI EMEI
                    ";2809
3966;"MARIA VITORIA CUNHA PROFA EMEI
                    ";3045
3967;"MARISA DE MELLO PROFA
                    ";2838
3968;"MARLUCIA GONCALVES DE ABREU PROFESSORA CIEJA
                    ";2941
3969;"MATIAS BONAR GONZALEZ PADRE CEI
                    ";2891
3970;"MAXLUNO COLEGIO
                    ";2802
3971;"MENDES GARRIDO COLEGIO
                    ";3046
3972;"MENINO JESUS CRECHE INDIRETA
                    ";3047
3973;"MENOTTI DEL PICCHIA POETA
                    ";3048
3974;"MIGUEL SANSIGOLO PROF
                    ";3049
3975;"MINHOTO ESCOLA DE EDUCACAO INFANTIL
                    ";3050
3976;"MIRANDA MENDES COLEGIO
                    ";3051
3977;"MONTE CARMELO CRECHE PARTICULAR CONVENIADA
                    ";3051
3978;"MONTE CARMELO III CENTRO DE EDUCACAO INFANTIL
                    ";3052
3979;"MONTEIRO LOBATO CENTRO DE EDUCACAO INFANTIL
                    ";2991
3980;"MUNDO IDEAL INSTITUTO DE EDUCACAO
                    ";2832
3981;"NERIVALDO LEAL CEI INDIRETA
                    ";3053
3982;"NILDO DO AMARAL JUNIOR PADRE EMEI
                    ";3054
3983;"NINI DUARTE EMEI
                    ";2886
3984;"NOSSA SENHORA DA PAZ
                    ";3055
3985;"NOSSA SENHORA DE FATIMA CRECHE PARTICULAR CONVENIADA
                    ";2914
3986;"NOSSA SENHORA DE GUADALUPE
                    ";3056
3987;"NOVA DIVINEIA CRECHE
                    ";3057
3988;"NOVA GERACAO SAO PAULO CENTRO RECREACAO INFANTIL
                    ";2747
3989;"NOVA ISRAEL CENTRO DE EDUCACAO INFANTIL
                    ";2747
3990;"NOVA VIDA CREI
                    ";3058
3991;"NOVE DE JULHO
                    ";2817
3992;"NOVO GIRASSOL NUCLEO DE EDUC INFANTIL
                    ";3059
3993;"NUCLEO CULTURAL SEMEANDO ESPERANCA
                    ";3060
3994;"NUCLEO CULTURAL SONHO JOVEM
                    ";2860
3995;"NUCLEO DE RECREACAO INFANTIL ALFA
                    ";3009
3996;"NUCLEO EDUCACIONAL INFANTIL ABC DO PIAGET
                    ";3061
3997;"NUCLEO JOSE DE ANCHIETA C REAB PROF PARA PORTADORES DEFIC
                    ";2747
3998;"OCTACILIO DE CARVALHO LOPES PROF
                    ";3062
3999;"OCTAVIO MARCONDES FERRAZ ENGENHEIRO
                    ";2946
4000;"OLGA MARINOVIC DORO PROFA
                    ";3063
4001;"OLIVAL COSTA EMEF
                    ";3064
4002;"ONIKI ESCOLA TECNICA DE MASSOTERAPIA
                    ";3065
4003;"ORESTES ROSOLIA PROF
                    ";3066
4004;"ORIGENES LESSA EMEI
                    ";3067
4005;"OSWALDO ARANHA BANDEIRA DE MELLO PROF
                    ";3068
4006;"OVIDE DECROLY ESCOLA DE EDUCACAO INFANTIL
                    ";3069
4007;"PADRE ANCHIETA CRECHE
                    ";2764
4008;"PAINEIRA COLEGIO
                    ";3070
4009;"PAN TERRA COLEGIO E PRE ESCOLA
                    ";3071
4010;"PARQUE DAS PAINEIRAS CRECHE MUNICIPAL
                    ";2924
4011;"PARQUE DOS BANCARIOS CENTRO DE EDUCACAO INFANTIL
                    ";3035
4012;"PARQUE SANTA MADALENA CRECHE MUNICIPAL
                    ";3013
4013;"PARQUE SAVOY CITY CRECHE MUNICIPAL
                    ";3072
4014;"PARQUE SAVOY CITY II
                    ";3073
4015;"PASCHOAL DANTAS II COLEGIO
                    ";3074
4016;"PASSO A PASSO CENTRO DE EDUCACAO INFANTIL
                    ";3075
4017;"PAULISTA INSTITUICAO DE ENSINO UNIDADE II
                    ";3076
4018;"PAULISTA INSTITUICAO DE ENSINO UNIDADE III
                    ";3077
4019;"PAULISTANO
                    ";2847
4020;"PAULO DUARTE EMEF
                    ";2794
4021;"PAULO GOMES CARDIM PROF DR CEU EMEF
                    ";2779
4022;"PAULO LAURO DR
                    ";3078
4023;"PEDRO BRASIL BANDECCHI EMEI
                    ";3062
4024;"PEQUENO PRINCIPE CENTRO DE EDUCACAO INFANTIL
                    ";3079
4025;"PEQUENOS HEROIS CENTRO DE EDUCACAO INFANTIL
                    ";3025
4026;"PERSEVERANCA II
                    ";3080
4027;"PERSEVERANCA MARIA DA SILVA
                    ";2757
4028;"PERSEVERANCA VI
                    ";3080
4029;"PHOENIX COLEGIO
                    ";2809
4030;"PILAR GARCIA VIDAL DONA
                    ";3081
4031;"PIRATININGA EMEI
                    ";2913
4032;"PLENITUDE COLEGIO
                    ";2906
4033;"POLICIA MILITAR COLEGIO DA UNIDADE ITAQUERA
                    ";3040
4034;"POLICIA MILITAR COLEGIO UNIDADE PENHA
                    ";3082
4035;"PRO SABER BIO COLEGIO
                    ";3083
4036;"PROJETO CULTURAL VIVARTE DANIEL COMBONI
                    ";2917
4037;"PROJETO VIDA
                    ";3084
4038;"QUINTILIANO JOSE SITRANGULO PROF
                    ";2963
4039;"RACHEL MESQUITA DE SALLES OLIVEIRA EMEI
                    ";2781
4040;"RAFAEL TOBIAS DE AGUIAR BRIGADEIRO EMEI
                    ";3085
4041;"RAIZES COLEGIO
                    ";3086
4042;"RAMA COLEGIO
                    ";3087
4043;"RAMA II COLEGIO
                    ";2957
4044;"RECANTO DO ANJINHO ESCOLA DE ENSINO INFANTIL
                    ";3068
4045;"REDE DECISAO  UNIDADE FATIMA
                    ";3088
4046;"REINO DO ENSINO COLEGIO
                    ";2916
4047;"REPUBLICA DA NICARAGUA
                    ";2860
4048;"RIVADAVIA MARQUES JRPROF EMEF
                    ";2817
4049;"ROBERTO GOMES VEREADOR CRECHE MUNICIPAL
                    ";3089
4050;"ROBERTO VICTOR CORDEIRO EMEI
                    ";2764
4051;"RODRIGO MELLO F ANDRADE EMEF
                    ";2815
4052;"RODRIGUES DE CARVALHO EMEF
                    ";3090
4053;"ROKINHO CEI
                    ";3091
4054;"ROLANDO BOLDRIM CIEJA
                    ";2810
4055;"ROMEU MONTORO
                    ";2747
4056;"ROSA CHINA CEU
                    ";2926
4057;"ROSA DA CHINA CEU CEI
                    ";2926
4058;"ROSA DA CHINA CEU EMEI
                    ";2926
